;;Categorical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Numerical;Numerical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de Disponibilidad;Germinacion;Cantidad de Semillas;Numero_De_Inventario;Cava;Especie;Id del Centro;Longevidad;Ultimo Monitoreo
BGVCOL72600034;141130;1.69;15;1;3;68;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600034;141130;1.54;15;3;3;68;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600034;141130;5.37;15;2;3;68;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600035;141130;1.1;15;1;3;73;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600035;141130;0.43;15;3;3;73;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600035;141130;9.41;15;1;3;73;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600035;141130;5.34;15;3;3;73;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600036;141130;6.15;15;1;3;22;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600036;141130;0.33;15;2;3;22;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600036;141130;8.24;15;3;3;22;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600036;141130;9.77;15;1;3;23;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600036;141130;48;15;2;3;23;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600036;141130;3.49;15;3;3;23;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600094;141130;5.19;15;3;3;102;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600094;141130;4.5;15;1;3;102;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600094;141130;3.81;15;3;3;103;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600094;141130;3.49;15;1;3;103;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600094;141130;1.55;15;3;3;104;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600094;141130;5.43;15;1;3;104;-10 ºC B3;Rubus glaucus;0;0;2
BGVCOL72600098;141130;0;15;3;3;146;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600098;141130;6.4;15;3;3;146;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600098;141130;5.89;15;3;3;147;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600098;141130;5.47;15;3;3;147;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600098;141130;2.28;15;3;3;148;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600098;141130;0.12;15;3;3;148;-10 ºC B3;Rubus glaucus;0;0;2
BGVCOL72600099;141130;1.74;15;3;3;158;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600099;141130;0.16;15;1;3;158;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600100;141130;1.27;15;3;3;153;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600100;141130;8.62;15;1;3;153;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600106;141130;8.2;15;2;3;155;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600106;141130;5.7;15;3;3;155;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600117;141130;9.29;15;2;3;157;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600117;141130;5.88;15;2;3;157;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600060;141130;8.13;15;1;3;114;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600060;141130;1.29;15;2;3;114;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600060;141130;56;15;2;3;114;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600061;141130;3.85;15;1;3;5;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600061;141130;9.8;15;3;3;5;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600061;141130;6.97;15;1;3;5;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600061;141130;9.3;15;3;3;5;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600061;141130;2.54;15;1;3;6;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600061;141130;1.73;15;3;3;6;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600061;141130;0.34;15;1;3;6;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600061;141130;9.98;15;3;3;6;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600061;141130;7.8;15;1;3;7;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600061;141130;2.94;15;3;3;7;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600061;141130;0.79;15;1;3;7;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600061;141130;6.47;15;3;3;7;-10 ºC B3;Rubus glaucus;0;0;2
BGVCOL72600062;141130;8.84;15;1;3;144;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600062;141130;6.9;15;3;3;144;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600062;141130;9.12;15;3;3;144;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600082;141130;45;15;2;3;134;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600082;141130;0.95;15;3;3;134;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600083;141130;7.89;15;2;3;135;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600083;141130;2.3;15;1;3;135;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600083;141130;1.43;15;3;3;135;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600083;141130;7.55;15;2;3;136;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600083;141130;9.28;15;1;3;136;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600083;141130;8.62;15;3;3;136;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600084;141130;2.38;15;1;3;137;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600084;141130;0.35;15;1;3;138;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600085;141130;6.24;15;3;3;139;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600085;141130;3.65;15;3;3;139;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600085;141130;6.33;15;3;3;140;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600085;141130;0.18;15;3;3;140;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600087;141130;2.79;15;1;3;129;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600087;141130;9.61;15;3;3;129;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600087;141130;4.12;15;3;3;129;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600087;141130;64;15;1;3;130;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600087;141130;7.93;15;3;3;130;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600087;141130;5.77;15;3;3;130;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600087;141130;1.95;15;1;3;131;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600087;141130;6.27;15;3;3;131;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600087;141130;7.45;15;3;3;131;-10 ºC B3;Rubus glaucus;0;0;2
BGVCOL72600087;141130;7.78;15;1;3;132;-10 ºC B4;Rubus glaucus;0;0;1
BGVCOL72600087;141130;58;15;3;3;132;-10 ºC B4;Rubus glaucus;0;0;1
BGVCOL72600087;141130;2.56;15;3;3;132;-10 ºC B4;Rubus glaucus;0;0;2
BGVCOL72600064;141130;7;15;3;3;8;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600064;141130;5.57;15;1;3;8;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600064;141130;9.32;15;3;3;9;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600064;141130;2.13;15;3;3;9;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600065;141130;1.2;15;2;3;10;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600065;141130;8.14;15;1;3;10;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600066;141130;7.93;15;3;2;160;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600066;141130;4.62;15;3;2;160;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600058;141130;2.93;15;1;3;121;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600058;141130;9.82;15;3;3;121;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600058;141130;72;15;3;3;121;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600058;141130;7.26;15;3;3;121;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600091;141130;0.46;15;2;3;1;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600091;141130;5.71;15;3;3;1;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600091;141130;2.38;15;2;3;2;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600091;141130;1.41;15;3;3;2;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600092;141130;2.26;15;3;3;3;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600092;141130;5.34;15;1;3;3;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600038;141130;0.28;15;1;3;19;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600038;141130;0.85;15;2;3;19;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600038;141130;6.26;15;3;3;19;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600040;141130;4.38;15;3;3;119;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600040;141130;4.75;15;1;3;119;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600041;141130;3.89;15;1;3;15;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600041;141130;9.37;15;2;3;15;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600041;141130;1.23;15;1;3;15;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600041;141130;1.94;15;1;3;15;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600041;141130;87;15;1;3;15;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600041;141130;7.28;15;3;3;15;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600042;141130;1.6;15;1;3;16;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600042;141130;8.43;15;3;3;16;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600042;141130;9.53;15;3;3;16;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600042;141130;6.45;15;1;3;17;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600042;141130;3.68;15;3;3;17;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600042;141130;2.74;15;3;3;17;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600043;141130;6.88;15;1;3;18;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600043;141130;16;15;2;3;18;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600043;141130;7.52;15;1;3;18;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600043;141130;1.32;15;3;3;18;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600044;141130;6.84;15;1;3;107;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600044;141130;4.99;15;3;3;107;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600044;141130;2.22;15;1;3;107;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600045;141130;9.14;15;1;3;109;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600045;141130;1.93;15;3;3;109;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600045;141130;9.77;15;1;3;109;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600045;141130;8.56;15;1;3;110;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600045;141130;1.73;15;3;3;110;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600045;141130;7.67;15;1;3;110;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600046;141130;3.89;15;1;3;111;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600046;141130;5.99;15;3;3;111;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600046;141130;7.15;15;1;3;111;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600046;141130;7.98;15;1;3;112;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600046;141130;67;15;3;3;112;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600046;141130;7.57;15;1;3;112;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600047;141130;6.7;15;1;3;122;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600047;141130;4.38;15;1;3;122;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600047;141130;9.49;15;3;3;122;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600047;141130;9.14;15;1;3;123;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600047;141130;4.3;15;1;3;123;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600047;141130;0.76;15;3;3;123;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600049;141130;6.88;15;1;3;142;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600049;141130;3.14;15;2;3;142;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600049;141130;2.46;15;1;3;142;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600049;141130;4.12;15;3;3;142;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600049;141130;2.87;15;1;3;143;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600049;141130;8.77;15;2;3;143;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600049;141130;8.1;15;1;3;143;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600049;141130;3.87;15;3;3;143;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600050;141130;84;15;3;3;117;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600050;141130;2.23;15;3;3;117;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600050;141130;25;15;2;3;117;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600050;141130;9.64;15;3;3;118;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600050;141130;29;15;3;3;118;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600050;141130;2.41;15;2;3;118;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600051;141130;3.48;15;1;3;120;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600051;141130;3.49;15;3;3;120;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600051;141130;8.41;15;3;3;120;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600053;141130;0.54;15;1;3;115;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600053;141130;3.19;15;2;3;115;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600053;141130;9.53;15;1;3;115;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600053;141130;0.85;15;1;3;108;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600053;141130;9.2;15;2;3;108;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600053;141130;9.1;15;1;3;108;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600054;141130;1.14;15;1;3;113;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600054;141130;5.67;15;3;3;113;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600054;141130;9.58;15;2;3;113;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600055;141130;5.15;15;1;3;124;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600055;141130;3.65;15;3;3;124;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600055;141130;2.71;15;1;3;124;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600055;141130;5.12;15;1;3;124;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600056;141130;3.94;15;1;3;125;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600056;141130;0.7;15;3;3;125;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600056;141130;4.24;15;3;3;125;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600056;141130;5.5;15;3;3;125;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600068;141130;0.12;15;2;3;25;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600068;141130;5.45;15;3;3;25;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600068;141130;6.38;15;2;3;26;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600068;141130;9.7;15;3;3;26;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600069;141130;7.41;15;3;3;27;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600069;141130;9.71;15;1;3;27;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600069;141130;7.57;15;1;3;27;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600069;141130;6.78;15;2;3;27;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600069;141130;1.95;15;3;3;28;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600069;141130;2.67;15;1;3;28;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600069;141130;6.27;15;1;3;28;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600069;141130;2.58;15;2;3;28;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600070;141130;3.79;15;3;3;29;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600070;141130;8.84;15;1;3;29;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600070;141130;2.14;15;3;3;29;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600070;141130;7.93;15;3;3;30;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600070;141130;4.77;15;1;3;30;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600070;141130;2.16;15;3;3;30;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600071;141130;0.62;15;1;3;31;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600071;141130;5.12;15;3;3;31;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600071;141130;9.1;15;1;3;31;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600071;141130;2.66;15;3;3;31;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600071;141130;0.93;15;1;3;32;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600071;141130;6.65;15;3;3;32;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600071;141130;5.54;15;1;3;32;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600071;141130;2.34;15;3;3;32;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600072;141130;7.69;15;3;3;33;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600072;141130;1.88;15;1;3;33;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600072;141130;76;15;2;3;33;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600073;141130;5.53;15;3;3;159;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600073;141130;1.88;15;3;3;159;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600074;141130;2.8;15;3;3;34;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600074;141130;8.54;15;3;3;34;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600074;141130;8.86;15;3;3;35;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600074;141130;5.23;15;3;3;35;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600074;141130;6.59;15;3;3;36;-10 ºC B3;Rubus glaucus;0;0;1
BGVCOL72600074;141130;0.74;15;3;3;36;-10 ºC B3;Rubus glaucus;0;0;2
BGVCOL72600075;141130;3.61;15;3;3;37;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600075;141130;7.56;15;3;3;37;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600075;141130;0.82;15;3;3;38;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600075;141130;0.14;15;3;3;38;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600076;141130;47;15;3;3;39;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600076;141130;5.64;15;2;3;39;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600076;141130;8.97;15;1;3;39;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600076;141130;1.37;15;3;3;40;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600076;141130;3.64;15;2;3;40;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600076;141130;1.12;15;1;3;40;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600077;141130;37;15;3;3;41;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600077;141130;6.34;15;3;3;41;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600078;141130;6.32;15;3;3;42;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600078;141130;5.83;15;3;3;42;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600079;141130;8.47;15;2;3;43;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600079;141130;6.78;15;1;3;43;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600079;141130;8.99;15;3;3;43;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600079;141130;4.82;15;2;3;44;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600079;141130;4.46;15;1;3;44;-10 ºC B2;Rubus glaucus;0;0;1
BGVCOL72600079;141130;3;15;3;3;44;-10 ºC B2;Rubus glaucus;0;0;2
BGVCOL72600080;141130;7.84;15;2;2;161;-10 ºC B1;Rubus glaucus;0;0;1
BGVCOL72600080;141130;5.95;15;3;2;161;-10 ºC B1;Rubus glaucus;0;0;2
BGVCOL72600057;141830;9.4;15;3;1;116;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600059;141830;2.95;15;3;3;128;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600059;141830;6.8;15;3;3;128;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600067;141830;2.74;15;2;3;24;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600067;141830;3.33;15;3;3;24;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600088;141830;2.28;15;3;2;167;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600088;141830;9.73;15;1;2;167;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600063;141830;4.63;15;1;3;145;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600063;141830;0.87;15;3;3;145;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600063;141830;0.37;15;2;3;145;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600118;141830;9.94;15;2;3;150;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600118;141830;7.73;15;2;3;151;-10 ºC B2;Rubus sp;0;0;1
BGVCOL72600118;141830;9.44;15;3;3;151;-10 ºC B2;Rubus sp;0;0;2
BGVCOL72600119;141830;7.7;15;2;1;165;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600120;141830;3.38;15;2;3;152;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600120;141830;0.27;15;1;3;152;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600102;141830;5.49;15;2;1;156;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600103;141830;1.41;15;3;1;166;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600103;141830;9.19;15;1;1;166;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600096;141830;1.28;15;2;1;162;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600105;141830;8.27;15;2;3;149;-10 ºC B1;Rubus sp;0;0;1
BGVCOL72600105;141830;2.39;15;1;3;149;-10 ºC B1;Rubus sp;0;0;2
BGVCOL72600093;141230;3.84;15;3;1;168;-10 ºC B1;Rubus idaeus;0;0;1
BGVCOL72600097;141030;0.8;15;3;3;163;-10 ºC B1;Rubus adenotrichos;0;0;1
BGVCOL72600097;141030;1.85;15;1;3;163;-10 ºC B1;Rubus adenotrichos;0;0;2
BGVCOL71900019;191740;8.71;15;3;3;2;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900008;191740;5.66;5;3;3;2;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900008;191720;0.4;5;3;3;2;-20°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900008;191740;6.21;8;2;3;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900196;191740;0.41;15;2;3;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900196;191740;6.56;5;3;3;2;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900196;191740;5.91;8;3;1;3;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900196;191720;91;5;3;3;1;-20°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900181;191740;9.72;5;1;3;2;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900181;191740;5.57;2;2;3;3;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900181;191740;8.56;13;2;3;4;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900181;191720;2.35;5;3;3;2;-20°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900181;191740;9.29;15;3;3;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900142;191740;8.96;8;2;3;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900142;191740;1.94;5;3;3;2;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900142;191720;0.84;5;3;3;2;-20°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900143;191740;7.88;5;3;2;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900143;191740;4.28;5;3;2;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900143;191740;1.16;5;3;2;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900075;191740;0.92;13;1;1;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900075;191740;9.51;13;3;1;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900145;191740;9.78;5;3;2;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900145;191740;6.65;5;1;2;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900145;191740;6.39;5;3;2;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900071;191740;1.25;15;3;1;1;0°C B-1;Solanum  pseudolulo;0;0;1
BGVCOL71900071;191740;8.43;15;3;1;1;0°C B-1;Solanum  pseudolulo;0;0;1
