;;Numerical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Categorical;Categorical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de disponibilidad;Clases de gerninacion;Cantida De Semillas;Numero de Inventario;Sufijo de Inventario;Species;ID Centro ;Fecha de entrada a cava;Fecha de ultima prueba
BGVCOL11030465;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030465;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030466;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030466;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030467;1001311;5;4;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030467;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030468;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030468;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030469;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030469;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030470;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030470;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030471;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030471;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030472;1001311;5;4;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030473;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030473;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030474;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;19/09/2014 0:00
BGVCOL11030474;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030475;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030475;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030476;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030476;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030477;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030477;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030478;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030478;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030479;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030479;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030480;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030480;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030481;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030481;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030482;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030482;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030483;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030483;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030484;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030484;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030485;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030485;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030486;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030486;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030487;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030487;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030488;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030488;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030489;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030489;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030490;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030490;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030491;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030491;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030492;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030492;1001113;5;1;3.0;3;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030493;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030493;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030494;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030494;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030495;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030495;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030496;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030496;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030497;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030497;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030498;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030498;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030499;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030499;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030500;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030500;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030501;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030501;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030502;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030502;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030503;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030503;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030504;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030504;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030505;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030505;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030506;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030506;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030507;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030507;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030508;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030508;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030509;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030509;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030510;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030510;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030511;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030511;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030512;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030512;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030513;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030513;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030514;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030514;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030515;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030515;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030517;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030517;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030518;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030518;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030519;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030519;1001311;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030519;1001312;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030519;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030520;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030520;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/08/2012 0:00
BGVCOL11030521;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030521;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030522;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030522;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030523;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030523;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030524;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030524;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030525;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030525;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030526;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030526;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030527;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030527;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030528;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030528;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030529;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030529;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030530;1001311;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030530;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030531;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030531;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030532;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030532;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030533;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030533;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030534;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030534;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030535;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030535;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030536;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030536;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030537;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030537;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030538;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030539;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030539;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030540;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030540;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030541;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030541;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030541;1001312;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030541;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;8/01/2004 0:00
BGVCOL11030542;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030542;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030543;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030543;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030544;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;29/09/2014 0:00
BGVCOL11030544;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030545;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030545;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030546;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030546;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030547;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030547;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030548;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030548;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030549;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030549;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030550;1001311;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030550;1001312;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030550;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030551;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030551;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030552;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030552;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030553;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030553;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030554;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030554;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030555;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030555;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030556;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030556;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030557;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030557;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030558;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/06/2014 0:00
BGVCOL11030558;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030559;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030559;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030560;1001311;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030560;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/06/2001 0:00
BGVCOL11030561;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030561;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030562;1001311;5;4;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030563;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030563;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/02/2002 0:00
BGVCOL11030564;1001311;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030564;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;30/07/2012 0:00
BGVCOL11030565;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030565;1001312;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030565;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030566;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030566;1001312;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030567;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030568;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030568;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030569;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030569;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030570;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/09/2014 0:00
BGVCOL11030570;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030571;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;26/10/2014 0:00
BGVCOL11030571;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030572;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030572;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030573;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030573;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030574;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030574;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030575;1001311;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030575;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030576;1001311;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/04/2006 0:00
BGVCOL11030576;1001311;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030576;1001312;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030576;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/04/2006 0:00
BGVCOL11030577;1001311;5;4;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030577;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030578;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030578;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030579;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030579;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030580;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030580;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030581;1001311;5;4;2.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030581;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030582;1001311;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030582;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030583;1001311;5;4;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030583;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030584;1001312;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030584;1001312;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030584;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030585;1001312;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030585;1001312;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
BGVCOL11030585;1001112;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;3/08/2012 0:00
BGVCOL11030586;1001311;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;28/10/2014 0:00
