;;Numerical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Categorical;Categorical
;;Mean number of distributions per year in the collection;"Assessment of germi6tion of the base sample; 1 being the best and 4 the worst";Calses de germinacion;Cantidad de semillas disonibles;Numero de inventario;Cava y Bolsa;Genus and species;Id ubicacion del centro de investigacion donde se encuentra;Years in the collection;Current age of the base sample used for regeneration
ARN;PATH;Use/yr;Estado de disponibilidad;Clases de gerninacion;Cantida De Semillas;Numero de Inventario;Sufijo de Inventario;Species;ID Centro ;Fecha de entrada a cava;Fecha de ultima prueba
BGVCOL15061746;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/02/2000 0:00
BGVCOL15061746;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061746;1710112;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;0.0;17/02/2000 0:00
BGVCOL15061747;1710312;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061747;1710313;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;1/12/2004 0:00
BGVCOL15061747;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061748;1710312;5;1;2.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061748;1710312;5;1;1.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061749;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061749;1710311;5;1;2.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;14/09/2004 0:00
BGVCOL15061750;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061750;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061751;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061751;1710311;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061751;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/03/2002 0:00
BGVCOL15061752;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061752;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/04/2012 0:00
BGVCOL15061753;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061753;1710311;5;1;1.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061753;1710313;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061754;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061754;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;3/07/2001 0:00
BGVCOL15061754;1710113;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;28/12/2004 0:00
BGVCOL15061755;1710312;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061755;1710313;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061755;1710313;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061755;1710112;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061756;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061756;1710313;5;5;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061756;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061757;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061757;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061757;1710113;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061758;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061758;1710311;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061758;1710111;5;1;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061759;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061759;1710312;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061759;1710313;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061759;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061760;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061760;1710312;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061760;1710312;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/2004 0:00
BGVCOL15061760;1710112;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061761;1710311;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061761;1710312;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061761;1710111;5;1;3.0;1;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061762;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061762;1710313;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061762;1710313;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061762;1710112;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061763;1710311;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061763;1710312;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061763;1710312;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061763;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061764;1710312;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061764;1710312;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061764;1710313;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061764;1710113;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061765;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061765;1710311;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061765;1710313;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061765;1710111;5;1;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061766;1710311;5;4;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061766;1710113;5;1;3.0;3;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061767;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061767;1710313;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2005;28/12/2004 0:00
BGVCOL15061767;1710313;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061767;1710111;5;1;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061768;1710311;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061768;1710312;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061768;1710313;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061768;1710112;5;1;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061769;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061769;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061769;1710311;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/1999 0:00
BGVCOL15061769;1710112;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;2/06/2011 0:00
BGVCOL15061770;1710311;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061770;1710311;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061771;1710311;5;2;1.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061771;1710312;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061771;1710112;5;2;1.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061772;1710311;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061772;1710312;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061772;1710313;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061772;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061773;1710312;5;2;3.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061773;1710312;5;1;2.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061773;1710313;5;1;2.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061773;1710113;5;2;3.0;3;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061774;1710311;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061774;1710311;5;1;1.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;14/09/2004 0:00
BGVCOL15061776;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061776;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/04/2012 0:00
BGVCOL15061777;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061777;1710311;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061777;1710313;5;1;2.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061777;1710112;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061778;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061778;1710311;5;1;1.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061778;1710313;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;14/09/1999 0:00
BGVCOL15061778;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061784;1710312;5;1;2.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061784;1710313;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061784;1710112;5;1;3.0;2;2.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061785;1710312;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061785;1710312;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061785;1710313;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061785;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061786;1710312;5;1;2.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061786;1710312;5;1;2.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061788;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061788;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061788;1710313;5;1;3.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061788;1710113;5;1;3.0;3;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061789;1710311;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061789;1710311;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;14/09/2004 0:00
BGVCOL15061790;1710312;5;1;2.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061790;1710312;5;1;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;14/09/2004 0:00
BGVCOL15061791;1710312;5;1;1.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061791;1710312;5;1;1.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061792;1710311;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061792;1710112;5;1;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061794;1710312;5;1;3.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061794;1710312;5;1;1.0;2;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061795;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061795;1710312;5;5;3.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061795;1710312;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;2/06/2011 0:00
BGVCOL15061795;1710112;5;1;2.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061797;1710311;5;1;2.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061797;1710313;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061797;1710111;5;2;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061798;1710311;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061799;1710311;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061799;1710312;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061799;1710313;5;1;2.0;3;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061799;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061800;1710311;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061800;1710312;5;1;3.0;3;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061800;1710313;5;1;3.0;2;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061800;1710112;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061801;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061801;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;3/06/2002;17/02/2000 0:00
BGVCOL15061801;1710111;5;2;3.0;1;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061802;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. tuberosum;45;0.0;14/09/2004 0:00
BGVCOL15061803;1710312;5;4;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/04/1996 0:00
BGVCOL15061803;1710312;5;4;1.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;14/09/2004 0:00
BGVCOL15061803;1710312;5;4;1.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;17/04/2012 0:00
BGVCOL15061804;1710311;5;1;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. tuberosum;45;0.0;1/05/1996 0:00
BGVCOL15061805;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. tuberosum;45;0.0;1/05/1996 0:00
BGVCOL15061806;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061806;1710311;5;1;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;17/04/2012 0:00
BGVCOL15061807;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. tuberosum;45;0.0;1/05/1996 0:00
BGVCOL15061808;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;20/06/2011;2/06/2011 0:00
BGVCOL15061808;1710311;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/04/2005;28/12/2004 0:00
BGVCOL15061808;1710311;5;1;3.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061808;1710112;5;1;3.0;2;3.0;­20° B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;17/02/2000 0:00
BGVCOL15061810;1710311;5;1;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061811;1710311;5;4;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061811;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;30/01/2002;11/03/2000 0:00
BGVCOL15061813;1710312;5;1;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061814;1710311;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;21/06/2011;2/06/2011 0:00
BGVCOL15061814;1710312;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/03/2002 0:00
BGVCOL15061814;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;21/06/2011;2/06/2011 0:00
BGVCOL15061815;1710312;5;1;1.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061826;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;21/06/2011;2/06/2011 0:00
BGVCOL15061826;1710311;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061845;1710311;5;2;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. tuberosum;45;0.0;1/05/1996 0:00
BGVCOL15061849;1710311;5;4;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061893;1710311;5;2;2.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;21/06/2011;2/06/2011 0:00
BGVCOL15061893;1710312;5;1;1.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061894;1710311;5;1;1.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;22/03/1988;1/05/1996 0:00
BGVCOL15061895;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;1/05/1996 0:00
BGVCOL15061895;1710311;5;1;3.0;1;1.0;0°C B-1 ;Solanum tuberosum subsp. andigena;45;0.0;17/04/2012 0:00
BGVCOL15061903;1710311;5;2;3.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061903;1710313;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;16/09/2002 0:00
BGVCOL15061903;1710113;5;2;3.0;3;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061904;1710311;5;2;2.0;3;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061904;1710313;5;1;2.0;1;3.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;16/09/2002 0:00
BGVCOL15061904;1710113;5;2;2.0;3;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061905;1710311;5;2;2.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061905;1710311;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;16/09/2002 0:00
BGVCOL15061905;1710112;5;2;2.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061906;1710311;5;2;3.0;2;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2010;14/12/2010 0:00
BGVCOL15061906;1710311;5;1;2.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;16/09/2002 0:00
BGVCOL15061906;1710312;5;1;1.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;14/09/2004 0:00
BGVCOL15061906;1710112;5;2;3.0;2;1.0;­20° B-1;Solanum tuberosum subsp. andigena;45;10/06/2010;14/12/2010 0:00
BGVCOL15061907;1710311;5;1;3.0;1;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;16/09/2002 0:00
BGVCOL15061908;1710311;5;2;3.0;1;1.0;0°C B-1;Solanum tuberosum subsp. andigena;45;10/06/2011;14/12/2010 0:00
BGVCOL15061908;1710312;5;4;1.0;2;2.0;0°C B-1;Solanum tuberosum subsp. andigena;45;26/11/1997;16/09/2002 0:00
