,ARN,PATH,Use/yr,Estado de Disponibilidad,Germinacion,Cantidad de Semillas,Numero_De_Inventario,Cava,Especie,Id del Centro,Longevidad,Ultimo Monitoreo
1014,BGVCOL15061671,171840.0,8.52,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1015,BGVCOL15061671,171840.0,1.83,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1016,BGVCOL15061671,171840.0,3.04,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1017,BGVCOL15061671,171820.0,8.04,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1018,BGVCOL15061673,171840.0,0.99,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1019,BGVCOL15061673,171840.0,1.59,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1020,BGVCOL15061673,171840.0,4.82,5,1.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1021,BGVCOL15061673,171820.0,3.64,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1022,BGVCOL15061676,171840.0,2.55,5,3.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1023,BGVCOL15061676,171820.0,5.9,5,3.0,2,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1024,BGVCOL15061677,171840.0,2.96,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1025,BGVCOL15061677,171840.0,0.99,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1026,BGVCOL15061677,171840.0,0.49,2,1.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1027,BGVCOL15061678,171840.0,6.04,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1028,BGVCOL15061678,171840.0,4.79,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1029,BGVCOL15061678,171840.0,9.94,5,1.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1030,BGVCOL15061678,171820.0,0.73,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1031,BGVCOL15061679,171840.0,1.49,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1032,BGVCOL15061679,171840.0,4.15,15,2.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1033,BGVCOL15061679,171840.0,1.74,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1034,BGVCOL15061679,171820.0,7.58,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1035,BGVCOL15061680,171840.0,9.95,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1036,BGVCOL15061680,171840.0,6.27,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1037,BGVCOL15061680,171840.0,9.17,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1038,BGVCOL15061680,171820.0,3.05,15,2.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1039,BGVCOL15061682,171840.0,7.9,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1040,BGVCOL15061682,171840.0,5.43,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1041,BGVCOL15061682,171840.0,8.08,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1042,BGVCOL15061682,171820.0,2.78,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1043,BGVCOL15061683,171840.0,3.2,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1044,BGVCOL15061683,171840.0,8.67,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1045,BGVCOL15061683,171840.0,0.01,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1046,BGVCOL15061683,171820.0,2.7,5,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1047,BGVCOL15061684,171840.0,7.94,5,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1048,BGVCOL15061684,171840.0,8.08,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1049,BGVCOL15061684,171820.0,5.97,5,3.0,3,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1050,BGVCOL15061685,171840.0,5.65,15,1.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1051,BGVCOL15061685,171840.0,4.44,5,3.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1052,BGVCOL15061685,171840.0,7.31,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1053,BGVCOL15061685,171820.0,3.34,15,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1054,BGVCOL15061686,171840.0,6.99,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1055,BGVCOL15061686,171840.0,5.81,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1056,BGVCOL15061686,171840.0,4.29,5,3.0,3,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1057,BGVCOL15061686,171820.0,2.8,5,3.0,3,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1058,BGVCOL15061687,171840.0,1.43,5,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1059,BGVCOL15061687,171840.0,2.25,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1060,BGVCOL15061687,171820.0,8.97,5,3.0,2,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1061,BGVCOL15061688,171840.0,9.25,5,3.0,3,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1062,BGVCOL15061688,171840.0,1.18,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1063,BGVCOL15061688,171820.0,2.83,15,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1064,BGVCOL15061689,171840.0,1.49,5,2.0,3,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1065,BGVCOL15061689,171840.0,0.35,5,1.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1066,BGVCOL15061689,171820.0,1.9,15,3.0,1,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1067,BGVCOL15061690,171840.0,1.23,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1068,BGVCOL15061690,171840.0,5.88,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1069,BGVCOL15061690,171840.0,9.46,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1070,BGVCOL15061690,171820.0,6.63,5,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1071,BGVCOL15061704,171840.0,0.77,5,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1072,BGVCOL15061704,171840.0,3.0,5,1.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1073,BGVCOL15061705,171840.0,8.18,5,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1074,BGVCOL15061705,171820.0,1.46,5,3.0,2,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1075,BGVCOL15061706,171840.0,2.28,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1076,BGVCOL15061706,171840.0,2.56,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1077,BGVCOL15061706,171840.0,4.71,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1078,BGVCOL15061706,171820.0,4.16,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1079,BGVCOL15061707,171840.0,9.39,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1080,BGVCOL15061707,171840.0,0.75,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1081,BGVCOL15061707,171840.0,7.98,5,2.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1082,BGVCOL15061707,171820.0,8.77,15,2.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1083,BGVCOL15061708,171840.0,2.52,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1084,BGVCOL15061708,171840.0,8.07,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1085,BGVCOL15061708,171840.0,8.29,5,2.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1086,BGVCOL15061708,171820.0,4.84,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1087,BGVCOL15061709,171840.0,0.74,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1088,BGVCOL15061709,171840.0,4.19,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1089,BGVCOL15061709,171820.0,3.8,15,2.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1090,BGVCOL15061710,171840.0,6.59,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1091,BGVCOL15061710,171840.0,6.76,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1092,BGVCOL15061710,171840.0,5.83,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1093,BGVCOL15061710,171820.0,2.38,15,2.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1094,BGVCOL15061711,171840.0,9.71,5,2.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1095,BGVCOL15061711,171840.0,6.64,5,1.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1096,BGVCOL15061712,171840.0,4.97,5,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1097,BGVCOL15061712,171840.0,3.83,5,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1098,BGVCOL15061713,171840.0,1.05,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1099,BGVCOL15061713,171840.0,5.65,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1100,BGVCOL15061713,171820.0,4.94,5,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1101,BGVCOL15061714,171840.0,9.62,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1102,BGVCOL15061714,171840.0,0.65,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1103,BGVCOL15061714,171820.0,5.65,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1104,BGVCOL15061717,171840.0,1.84,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1105,BGVCOL15061717,171840.0,0.44,5,3.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1106,BGVCOL15061717,171840.0,6.86,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1107,BGVCOL15061717,171820.0,7.09,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1108,BGVCOL15061718,171840.0,0.87,5,2.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1109,BGVCOL15061719,171840.0,1.51,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1110,BGVCOL15061719,171840.0,9.86,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1111,BGVCOL15061719,171820.0,9.64,5,3.0,3,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1112,BGVCOL15061720,171840.0,6.37,5,2.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1113,BGVCOL15061720,171840.0,9.22,5,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1114,BGVCOL15061721,171840.0,6.73,15,2.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1115,BGVCOL15061721,171840.0,5.84,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1116,BGVCOL15061721,171840.0,1.85,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1117,BGVCOL15061721,171820.0,1.26,15,2.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1118,BGVCOL15061722,171840.0,1.36,15,2.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1119,BGVCOL15061722,171840.0,2.08,5,2.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1120,BGVCOL15061723,171840.0,1.77,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1121,BGVCOL15061723,171840.0,9.99,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1122,BGVCOL15061723,171840.0,1.45,5,3.0,3,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1123,BGVCOL15061723,171820.0,9.16,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1124,BGVCOL15061724,171840.0,8.32,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1125,BGVCOL15061724,171840.0,4.82,5,1.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1126,BGVCOL15061724,171840.0,0.67,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1127,BGVCOL15061725,171840.0,4.57,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1128,BGVCOL15061725,171840.0,0.49,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1129,BGVCOL15061725,171820.0,5.91,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1130,BGVCOL15061726,171840.0,1.96,15,1.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1131,BGVCOL15061726,171840.0,2.85,5,2.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1132,BGVCOL15061726,171840.0,7.13,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1133,BGVCOL15061726,171820.0,6.33,5,1.0,1,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1134,BGVCOL15061729,171840.0,9.71,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1135,BGVCOL15061729,171840.0,1.31,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1136,BGVCOL15061729,171840.0,7.95,5,3.0,3,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1137,BGVCOL15061729,171820.0,2.36,5,3.0,3,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1138,BGVCOL15061730,171840.0,3.99,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1139,BGVCOL15061730,171840.0,6.21,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1140,BGVCOL15061730,171840.0,0.39,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1141,BGVCOL15061730,171820.0,9.11,5,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1142,BGVCOL15061731,171840.0,0.44,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1143,BGVCOL15061731,171840.0,0.75,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1144,BGVCOL15061731,171840.0,7.0,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1145,BGVCOL15061731,171820.0,7.43,5,3.0,2,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1146,BGVCOL15061733,171840.0,0.13,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1147,BGVCOL15061733,171840.0,8.64,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1148,BGVCOL15061733,171840.0,9.47,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1149,BGVCOL15061733,171820.0,4.93,5,3.0,3,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1150,BGVCOL15061734,171840.0,0.83,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1151,BGVCOL15061734,171840.0,9.22,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1152,BGVCOL15061734,171840.0,5.48,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1153,BGVCOL15061734,171820.0,6.94,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1154,BGVCOL15061735,171840.0,2.35,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1155,BGVCOL15061735,171840.0,8.99,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1156,BGVCOL15061735,171840.0,0.3,5,3.0,3,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1157,BGVCOL15061735,171820.0,9.45,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1158,BGVCOL15061736,171840.0,0.02,15,1.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1159,BGVCOL15061736,171840.0,7.46,5,2.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1160,BGVCOL15061736,171820.0,1.64,5,3.0,2,4.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1161,BGVCOL15061737,171840.0,3.67,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1162,BGVCOL15061737,171840.0,2.33,5,1.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1163,BGVCOL15061737,171840.0,2.26,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1164,BGVCOL15061737,171820.0,4.07,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1165,BGVCOL15061738,171840.0,5.7,5,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1166,BGVCOL15061738,171820.0,1.45,15,2.0,2,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1167,BGVCOL15061739,171840.0,0.03,5,1.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1168,BGVCOL15061740,171840.0,1.58,15,1.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1169,BGVCOL15061740,171840.0,3.8,2,2.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1170,BGVCOL15061740,171820.0,5.74,5,3.0,1,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1171,BGVCOL15061742,171840.0,3.27,15,1.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1172,BGVCOL15061742,171840.0,4.22,5,2.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1173,BGVCOL15061742,171840.0,3.33,5,1.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1174,BGVCOL15061744,171840.0,0.84,5,2.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1175,BGVCOL15061747,171840.0,9.1,15,3.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1176,BGVCOL15061747,171840.0,0.99,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1177,BGVCOL15061747,171820.0,2.84,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1178,BGVCOL15061751,171840.0,8.64,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1179,BGVCOL15061751,171840.0,7.69,5,2.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1180,BGVCOL15061751,171840.0,2.59,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1181,BGVCOL15061752,171840.0,8.71,5,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1182,BGVCOL15061752,171840.0,3.69,5,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1183,BGVCOL15061753,171840.0,7.25,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1184,BGVCOL15061753,171840.0,1.48,5,1.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1185,BGVCOL15061753,171840.0,6.3,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1186,BGVCOL15061754,171840.0,8.74,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1187,BGVCOL15061754,171840.0,5.79,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1188,BGVCOL15061754,171820.0,0.59,5,3.0,3,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1189,BGVCOL15061755,171840.0,9.41,15,2.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1190,BGVCOL15061755,171840.0,3.95,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1191,BGVCOL15061755,171840.0,8.73,5,3.0,3,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1192,BGVCOL15061755,171820.0,6.41,15,2.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1193,BGVCOL15061756,171840.0,0.98,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1194,BGVCOL15061756,171840.0,7.06,2,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1195,BGVCOL15061756,171820.0,9.85,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1196,BGVCOL15061757,171840.0,4.63,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1197,BGVCOL15061757,171840.0,5.66,5,3.0,1,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1198,BGVCOL15061757,171820.0,7.76,5,3.0,3,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1199,BGVCOL15061758,171840.0,8.55,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1200,BGVCOL15061758,171840.0,0.43,5,3.0,1,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1201,BGVCOL15061758,171820.0,9.44,5,3.0,1,3.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1202,BGVCOL15061759,171840.0,5.65,15,3.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1203,BGVCOL15061759,171840.0,3.38,5,3.0,3,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1204,BGVCOL15061759,171840.0,5.19,5,3.0,2,3.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1205,BGVCOL15061759,171820.0,9.0,15,3.0,2,1.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1206,BGVCOL15061760,171840.0,6.75,15,2.0,1,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
1207,BGVCOL15061760,171840.0,3.22,5,3.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1208,BGVCOL15061760,171840.0,5.5,5,3.0,2,2.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1209,BGVCOL15061760,171820.0,0.05,5,3.0,2,2.0,­-20°C B-1,Solanum tuberosum subsp. andigena,0.0,1.0,1.0
1210,BGVCOL15061761,171840.0,3.24,15,2.0,2,1.0,0°C B-1,Solanum tuberosum subsp. andigena,0.0,2.0,1.0
