;;Numerical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Categorical;Categorical
ARN;PATH;Use/yr;Estado de disponibilidad;Clases de gerninacion;Cantida De Semillas;Numero de Inventario;Sufijo de Inventario;Species;ID Centro ;Fecha de entrada a cava;Fecha de ultima prueba
BGVCOL30400837;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;9/05/2013 0:00
BGVCOL30400837;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30400845;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;9/05/2013 0:00
BGVCOL30400845;1501010101;1;7;1.0;1;;-20°C B-1;Zea mays;45;0.0;5/01/2012 0:00
BGVCOL30400861;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;9/05/2013 0:00
BGVCOL30400861;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30400890;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;10/05/2013 0:00
BGVCOL30400901;1501030102;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30400901;1501030101;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400901;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400901;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30400910;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400910;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400910;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30400922;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400922;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30400923;1501010102;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;10/01/2012 0:00
BGVCOL30400924;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400927;1501030101;1;7;2.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400933;1501010101;1;7;2.0;1;;-20°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30400936;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400941;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400943;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400943;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;24/05/2013 0:00
BGVCOL30400943;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;24/10/2006 0:00
BGVCOL30401010;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401010;1501010101;1;2;3.0;1;;-20°C B-1;Zea mays;45;0.0;10/01/2012 0:00
BGVCOL30401012;1501030102;1;7;2.0;2;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401012;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401012;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;20/06/2005 0:00
BGVCOL30401024;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401024;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30401025;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401058;1501030102;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;1/07/1999 0:00
BGVCOL30401058;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401058;1501030101;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401060;1501030102;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401060;1501030101;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401060;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;18/01/2006 0:00
BGVCOL30401071;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401071;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;6/06/2013 0:00
BGVCOL30401071;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;1/07/1999 0:00
BGVCOL30401071;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/02/1999 0:00
BGVCOL30401108;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;2/07/2013 0:00
BGVCOL30401108;1501010101;1;1;2.0;1;;-20°C B-1;Zea mays;45;0.0;1/07/2000 0:00
BGVCOL30401141;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;2/07/2013 0:00
BGVCOL30401141;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/07/2000 0:00
BGVCOL30401156;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;2/07/2013 0:00
BGVCOL30401218;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;11/07/2013 0:00
BGVCOL30401218;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401247;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;11/07/2013 0:00
BGVCOL30401247;1501010101;1;4;1.0;1;;-20°C B-1;Zea mays;45;0.0;18/01/2012 0:00
BGVCOL30401294;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;11/07/2013 0:00
BGVCOL30401294;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;11/07/2013 0:00
BGVCOL30401294;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401310;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401346;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;24/07/2013 0:00
BGVCOL30401346;1501010101;1;7;2.0;1;;-20°C B-1;Zea mays;45;0.0;18/01/2012 0:00
BGVCOL30401354;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;24/07/2013 0:00
BGVCOL30401354;1501030101;1;7;2.0;1;;0°C B-1;Zea mays;45;0.0;24/07/2013 0:00
BGVCOL30401354;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401354;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30401364;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;24/07/2013 0:00
BGVCOL30401364;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;24/07/2013 0:00
BGVCOL30401364;1501010101;1;7;1.0;1;;-20°C B-1;Zea mays;45;0.0;18/01/2012 0:00
BGVCOL30401460;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;20/08/2013 0:00
BGVCOL30401460;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/09/1999 0:00
BGVCOL30401474;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;20/08/2013 0:00
BGVCOL30401474;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/04/1999 0:00
BGVCOL30401484;1501030101;1;4;1.0;1;;0°C B-1;Zea mays;45;0.0;20/08/2013 0:00
BGVCOL30401499;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;20/08/2013 0:00
BGVCOL30401499;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401506;1501030101;1;7;2.0;1;;0°C B-1;Zea mays;45;0.0;20/08/2013 0:00
BGVCOL30401506;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;23/11/2005 0:00
BGVCOL30401506;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401542;1501030102;1;7;2.0;2;;0°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401542;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2006 0:00
BGVCOL30401542;1501010101;1;2;3.0;1;;-20°C B-1;Zea mays;45;0.0;19/01/2012 0:00
BGVCOL30401568;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401568;1501030101;1;1;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401568;1501010102;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;12/12/2013 0:00
BGVCOL30401575;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401575;1501010101;1;7;2.0;1;;-20°C B-1;Zea mays;45;0.0;19/01/2012 0:00
BGVCOL30401584;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401584;1501010102;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;12/12/2013 0:00
BGVCOL30401594;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401594;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401596;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401598;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401600;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401600;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;23/11/2006 0:00
BGVCOL30401602;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401606;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401606;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30401618;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401626;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401626;1501010101;1;1;3.0;1;;-20°C B-1;Zea mays;45;0.0;23/11/2007 0:00
BGVCOL30401640;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401643;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401644;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401644;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401644;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;23/11/2006 0:00
BGVCOL30401649;1501030102;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;1/07/2004 0:00
BGVCOL30401649;1501030101;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401649;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;24/10/2006 0:00
BGVCOL30401668;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401680;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2005 0:00
BGVCOL30401680;1501030101;1;8;2.0;1;;0°C B-1;Zea mays;45;0.0;1/05/1999 0:00
BGVCOL30401680;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30401686;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401703;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401703;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401705;1501030102;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401705;1501030101;1;2;3.0;2;;0°C B-1;Zea mays;45;0.0;5/02/2016 0:00
BGVCOL30401705;1501010102;1;7;1.0;1;;-20°C B-1;Zea mays;45;0.0;19/01/2012 0:00
BGVCOL30401705;1501010101;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;5/02/2016 0:00
BGVCOL30401708;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401715;1501030102;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;1/07/2004 0:00
BGVCOL30401715;1501030101;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401715;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401715;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30401719;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401719;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;19/09/2013 0:00
BGVCOL30401719;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;4/05/2007 0:00
BGVCOL30401722;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401776;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401780;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401780;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401780;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/09/1999 0:00
BGVCOL30401783;1501030101;1;7;1.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30401796;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;9/10/2013 0:00
BGVCOL30402017;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/03/1999 0:00
BGVCOL30402060;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/03/1999 0:00
BGVCOL30402068;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/02/1999 0:00
BGVCOL30402101;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;25/10/2013 0:00
BGVCOL30402101;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402112;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;25/10/2013 0:00
BGVCOL30402112;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/07/2000 0:00
BGVCOL30402115;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;25/10/2013 0:00
BGVCOL30402115;1501010101;1;7;2.0;1;;-20°C B-1;Zea mays;45;0.0;2/02/2012 0:00
BGVCOL30402121;1501030101;1;4;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402121;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402124;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402124;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402131;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402131;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402133;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402133;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402156;1501030101;1;2;3.0;1;;0°C B-1;Zea mays;45;0.0;5/02/2016 0:00
BGVCOL30402156;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402156;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;14/02/2012 0:00
BGVCOL30402156;1501010102;1;2;3.0;1;;-20°C B-1;Zea mays;45;0.0;1/03/2018 0:00
BGVCOL30402156;1501010101;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;5/02/2016 0:00
BGVCOL30402170;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402170;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402174;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402174;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402176;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402176;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402182;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402182;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402185;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402185;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402185;1501030101;1;8;3.0;1;;0°C B-1;Zea mays;45;0.0;20/06/2005 0:00
BGVCOL30402185;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;20/06/2005 0:00
BGVCOL30402201;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402201;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402203;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402203;1501010102;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402205;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402205;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402207;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/10/2013 0:00
BGVCOL30402207;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402239;1501030101;1;1;3.0;1;;0°C B-1;Zea mays;45;0.0;12/11/2013 0:00
BGVCOL30402309;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402309;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402312;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402312;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402326;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402326;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402348;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402348;1501010101;1;2;3.0;1;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402356;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402356;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/01/2000 0:00
BGVCOL30402360;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402360;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402361;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402361;1501010101;1;7;2.0;1;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402372;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402372;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402373;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/02/2014 0:00
BGVCOL30402373;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402391;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402400;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;25/02/2014 0:00
BGVCOL30402469;1501030102;1;7;1.0;2;;0°C B-1;Zea mays;45;0.0;25/02/2014 0:00
BGVCOL30402484;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402484;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402485;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402485;1501010101;1;2;3.0;1;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402486;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402486;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402487;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402487;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402489;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402489;1501010101;1;2;3.0;1;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402495;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402495;1501010102;1;7;1.0;2;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402497;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402497;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402499;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402499;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402506;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;7/03/2014 0:00
BGVCOL30402506;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402525;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402525;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402527;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402534;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402535;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402535;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402552;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402552;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402561;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402561;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402572;1501030101;1;7;2.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402599;1501030102;1;7;1.0;2;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402599;1501010101;1;7;1.0;1;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402602;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402602;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;12/03/2014 0:00
BGVCOL30402602;1501010102;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402610;1501030101;1;7;2.0;1;;0°C B-1;Zea mays;45;0.0;31/03/2014 0:00
BGVCOL30402630;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/03/2014 0:00
BGVCOL30402632;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/03/2014 0:00
BGVCOL30402632;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402637;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/03/2014 0:00
BGVCOL30402637;1501010101;1;7;2.0;1;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402646;1501030101;1;15;2.0;1;;0°C B-1;Zea mays;45;0.0;31/03/2014 0:00
BGVCOL30402646;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;14/02/2012 0:00
BGVCOL30402672;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;31/03/2014 0:00
BGVCOL30402672;1501010102;1;7;2.0;2;;-20°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402691;1501010102;1;2;3.0;2;;-20°C B-1;Zea mays;45;0.0;3/02/2012 0:00
BGVCOL30402733;1501030102;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;2/04/2014 0:00
BGVCOL30402733;1501030102;1;7;2.0;1;;0°C B-1;Zea mays;45;0.0;1/11/1999 0:00
BGVCOL30402733;1501030101;1;1;3.0;2;;0°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30402733;1501010102;1;1;3.0;2;;-20°C B-1;Zea mays;45;0.0;26/05/2006 0:00
BGVCOL30402741;1501030101;1;15;1.0;1;;0°C B-1;Zea mays;45;0.0;2/04/2014 0:00
