;;Numerical;Numerical;Numerical;Numerical;Categorical;Categorical;Categorical;Categorical;Categorical;Categorical
ARN;PATH;Use/yr;Estado de disponibilidad;Clases de gerninacion;Cantida De Semillas;Numero de Inventario;Sufijo de Inventario;Species;ID Centro ;Fecha de entrada a cava;Fecha de ultima prueba
BGVCOL11030778;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030778;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030779;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030779;1001010101;5;1;3.0;1;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030780;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030780;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030781;1001030102;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030781;1001030101;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030781;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030782;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030782;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030783;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030783;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030783;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030784;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030784;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030785;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030785;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030785;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030786;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030786;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030787;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030787;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030787;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;11/07/2006 0:00
BGVCOL11030788;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030789;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030789;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;1/04/2004 0:00
BGVCOL11030789;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030790;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030790;1001010102;5;7;1.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030791;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030792;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030792;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030793;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030793;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030794;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030794;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030795;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030795;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030796;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;1/04/2004 0:00
BGVCOL11030796;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030796;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030796;1001010101;5;1;3.0;1;;-20°C B-1;Glycine max;45;0.0;24/04/2006 0:00
BGVCOL11030797;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030797;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030798;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;10/01/2007 0:00
BGVCOL11030798;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030798;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;10/01/2007 0:00
BGVCOL11030799;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030799;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/04/2004 0:00
BGVCOL11030800;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030801;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030801;1001010102;5;1;2.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030802;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030802;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030803;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030803;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030804;1001030102;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;18/04/2004 0:00
BGVCOL11030804;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030804;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030804;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;10/01/2007 0:00
BGVCOL11030805;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030805;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030806;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030806;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030807;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030807;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030808;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030808;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030809;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030809;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030810;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030810;1001030102;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030810;1001030101;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030810;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030811;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030811;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030812;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030812;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030813;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030813;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030813;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030814;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030814;1001010102;5;7;2.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030815;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030815;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030816;1001030102;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030816;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030816;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030817;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030817;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030818;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030818;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030818;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;10/01/2007 0:00
BGVCOL11030819;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030819;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030820;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030820;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030821;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030821;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030822;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030822;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030823;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030823;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030824;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030824;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030825;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030825;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030826;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030826;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030827;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030827;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030828;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030828;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030829;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030829;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030830;1001030102;5;7;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030830;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;29/10/2004 0:00
BGVCOL11030830;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030830;1001010101;5;1;3.0;1;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030831;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030831;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030832;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;30/03/2006 0:00
BGVCOL11030832;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030832;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030832;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;31/05/2006 0:00
BGVCOL11030833;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030833;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030834;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030834;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030834;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;10/01/2007 0:00
BGVCOL11030835;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030835;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030836;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030836;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030837;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030837;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030838;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030838;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030838;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030839;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030839;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030840;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030840;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030841;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030841;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030842;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030842;1001030102;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030842;1001030101;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030842;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030844;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030844;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030845;1001030102;5;1;3.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030845;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030845;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030845;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;21/12/2006 0:00
BGVCOL11030846;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030846;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030848;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030848;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030849;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030849;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030850;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030850;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030851;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030852;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030852;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030853;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030853;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;26/04/2006 0:00
BGVCOL11030853;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030853;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;26/04/2006 0:00
BGVCOL11030854;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030854;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030855;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030855;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030856;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030856;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030857;1001030101;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030857;1001010102;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030858;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030858;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030859;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030859;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030860;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030860;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030861;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030861;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030862;1001030101;5;4;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030862;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030863;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030863;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030864;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030864;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030865;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030865;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030866;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030867;1001030102;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030868;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030868;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030869;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030869;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030870;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030870;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030871;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030871;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030872;1001030102;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030872;1001030101;5;7;2.0;2;;0°C B-1;Glycine max;45;0.0;15/12/2004 0:00
BGVCOL11030872;1001030101;5;7;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030872;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;12/03/2003 0:00
BGVCOL11030873;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030873;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030874;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030874;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030875;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030875;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030876;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030876;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030877;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030877;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030878;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030879;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030879;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030880;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030880;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030881;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030881;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030882;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030883;1001030101;5;4;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030883;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030884;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030884;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030885;1001030101;5;8;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030885;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030886;1001030102;5;4;1.0;2;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030887;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030887;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030888;1001030101;5;8;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030888;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030889;1001030101;5;7;1.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030889;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/09/2001 0:00
BGVCOL11030890;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030890;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;1/02/2001 0:00
BGVCOL11030891;1001030101;5;8;2.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
BGVCOL11030891;1001010102;5;1;3.0;2;;-20°C B-1;Glycine max;45;0.0;13/08/2012 0:00
BGVCOL11030892;1001030101;5;1;3.0;1;;0°C B-1;Glycine max;45;0.0;6/01/2015 0:00
