,Accession_id,Inventory_id,ARN,Especie,Cantidad_De_Semilla,Estado_De_Disponibilidad,Numero_De_Inventario,Cava,Fecha_De_Origen,Fecha_ultima_Prueba,Porcentaje_Normal,Fecha_De_Entrada_Cava
6060,8099,41488,BGVCOL11030899,Glycine max,2,5,1.0,-20°C B-1,1998-03-01 00:00:00,2006-12-21 00:00:00,3.0,0.0
6061,8100,41489,BGVCOL11030900,Glycine max,1,7,1.0,0°C B-1,1998-03-01 00:00:00,2015-01-06 00:00:00,1.0,0.0
6062,8100,41490,BGVCOL11030900,Glycine max,2,5,1.0,-20°C B-1,1998-03-01 00:00:00,2001-02-01 00:00:00,3.0,0.0
6063,8101,41491,BGVCOL11030901,Glycine max,1,8,1.0,0°C B-1,1998-03-01 00:00:00,2015-01-06 00:00:00,1.0,0.0
6064,8101,41492,BGVCOL11030901,Glycine max,2,5,1.0,-20°C B-1,1998-03-01 00:00:00,2012-08-13 00:00:00,3.0,0.0
6065,8102,41493,BGVCOL11030902,Glycine max,1,7,1.0,0°C B-1,1998-03-01 00:00:00,2015-01-06 00:00:00,1.0,0.0
6066,8102,41494,BGVCOL11030902,Glycine max,2,5,1.0,-20°C B-1,1998-03-01 00:00:00,2001-02-01 00:00:00,3.0,0.0
6067,8103,41495,BGVCOL11030903,Glycine max,1,7,1.0,0°C B-1,1998-03-01 00:00:00,2015-01-06 00:00:00,2.0,0.0
6068,8103,41496,BGVCOL11030903,Glycine max,2,5,1.0,-20°C B-1,1998-03-01 00:00:00,2001-02-01 00:00:00,3.0,0.0
6069,8104,41497,BGVCOL11030904,Glycine max,2,5,1.0,0°C B-1,1998-03-01 00:00:00,2012-08-13 00:00:00,3.0,0.0
6070,8104,41498,BGVCOL11030904,Glycine max,1,7,2.0,0°C B-1,1998-03-01 00:00:00,2015-01-06 00:00:00,3.0,0.0
