,Accession_id,Inventory_id,ARN,Especie,Cantidad_De_Semilla,Estado_De_Disponibilidad,Numero_De_Inventario,Cava,Fecha_De_Origen,Fecha_ultima_Prueba,Porcentaje_Normal,Fecha_De_Entrada_Cava
0,1,5781,BGVCOL15060006,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1947-02-28 00:00:00,2004-12-01 00:00:00,3.0,0.0
1,1,5782,BGVCOL15060006,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1947-02-28 00:00:00,1999-09-14 00:00:00,3.0,0.0
2,1,5782,BGVCOL15060006,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1947-02-28 00:00:00,2004-09-14 00:00:00,3.0,0.0
3,1,5783,BGVCOL15060006,Solanum tuberosum subsp. andigena,3,5,2.0,­-20°C B-1,1947-02-28 00:00:00,1999-09-14 00:00:00,3.0,0.0
4,2,5784,BGVCOL15060013,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,1947-03-01 00:00:00,2010-12-14 00:00:00,3.0,0.0
5,2,5785,BGVCOL15060013,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1947-03-01 00:00:00,1999-12-27 00:00:00,3.0,0.0
6,2,5786,BGVCOL15060013,Solanum tuberosum subsp. andigena,1,11,2.0,0°C B-2,1947-03-01 00:00:00,1999-12-27 00:00:00,3.0,0.0
7,2,5787,BGVCOL15060013,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1947-03-01 00:00:00,2010-12-14 00:00:00,3.0,0.0
8,3,5788,BGVCOL15060016,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1947-03-01 00:00:00,2010-12-14 00:00:00,3.0,0.0
9,3,5789,BGVCOL15060016,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1947-03-01 00:00:00,2004-12-01 00:00:00,2.0,0.0
10,3,5790,BGVCOL15060016,Solanum tuberosum subsp. andigena,2,13,3.0,0°C B-1,1947-03-01 00:00:00,2004-09-14 00:00:00,1.0,0.0
11,3,5790,BGVCOL15060016,Solanum tuberosum subsp. andigena,2,13,3.0,0°C B-1,1947-03-01 00:00:00,1985-01-09 00:00:00,2.0,0.0
12,4,5791,BGVCOL15060021,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1947-03-26 00:00:00,2004-12-01 00:00:00,1.0,0.0
13,4,5791,BGVCOL15060021,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1947-03-26 00:00:00,2012-03-13 00:00:00,1.0,0.0
14,4,5792,BGVCOL15060021,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1947-03-26 00:00:00,1996-08-18 00:00:00,3.0,0.0
15,4,5792,BGVCOL15060021,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1947-03-26 00:00:00,1985-01-09 00:00:00,2.0,0.0
16,5,5793,BGVCOL15060025,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1947-10-06 00:00:00,2004-12-01 00:00:00,1.0,0.0
17,5,5794,BGVCOL15060025,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1947-10-06 00:00:00,1999-12-27 00:00:00,3.0,0.0
18,5,5795,BGVCOL15060025,Solanum tuberosum subsp. andigena,3,5,2.0,­-20°C B-1,1947-10-06 00:00:00,1999-12-27 00:00:00,3.0,0.0
19,6,5796,BGVCOL15060027,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1948-02-16 00:00:00,2010-12-14 00:00:00,2.0,0.0
20,6,5797,BGVCOL15060027,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-02-16 00:00:00,1996-08-18 00:00:00,3.0,0.0
21,6,5797,BGVCOL15060027,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-02-16 00:00:00,1996-08-01 00:00:00,3.0,0.0
22,6,5797,BGVCOL15060027,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-02-16 00:00:00,1985-01-09 00:00:00,2.0,0.0
23,7,5798,BGVCOL15060039,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1948-07-25 00:00:00,2004-12-01 00:00:00,3.0,0.0
24,7,5799,BGVCOL15060039,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-07-25 00:00:00,2004-09-01 00:00:00,1.0,0.0
25,7,5800,BGVCOL15060039,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-07-25 00:00:00,1996-08-18 00:00:00,1.0,0.0
26,7,5800,BGVCOL15060039,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-07-25 00:00:00,1985-01-09 00:00:00,3.0,0.0
27,9,5801,BGVCOL15060045,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1948-07-25 00:00:00,2011-06-02 00:00:00,3.0,0.0
28,10,5802,BGVCOL15060050,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1948-07-27 00:00:00,2002-03-14 00:00:00,2.0,0.0
29,11,5803,BGVCOL15060056,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1948-07-29 00:00:00,2010-12-14 00:00:00,3.0,0.0
30,11,5804,BGVCOL15060056,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-07-29 00:00:00,1994-08-16 00:00:00,3.0,0.0
31,11,5804,BGVCOL15060056,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-07-29 00:00:00,1985-01-09 00:00:00,1.0,0.0
32,12,5805,BGVCOL15060063,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1948-07-29 00:00:00,2012-03-13 00:00:00,3.0,0.0
33,12,5806,BGVCOL15060063,Solanum tuberosum subsp. andigena,1,2,2.0,0°C B-1,1948-07-29 00:00:00,1999-09-14 00:00:00,3.0,0.0
34,12,5807,BGVCOL15060063,Solanum tuberosum subsp. andigena,1,5,2.0,­-20°C B-1,1948-07-29 00:00:00,1999-09-14 00:00:00,3.0,0.0
35,12,14509,BGVCOL15060063,Solanum tuberosum subsp. andigena,1,6,3.0,0°C B-1,1948-07-29 00:00:00,2010-12-14 00:00:00,2.0,0.0
36,13,5808,BGVCOL15060070,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1948-07-31 00:00:00,2004-12-01 00:00:00,3.0,0.0
37,13,5809,BGVCOL15060070,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1948-07-31 00:00:00,2002-03-01 00:00:00,3.0,0.0
38,13,5810,BGVCOL15060070,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-07-31 00:00:00,1985-11-05 00:00:00,2.0,0.0
39,15,5812,BGVCOL15060081,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1948-07-31 00:00:00,2004-12-01 00:00:00,3.0,0.0
40,15,5813,BGVCOL15060081,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-07-31 00:00:00,2002-03-14 00:00:00,3.0,0.0
41,16,5814,BGVCOL15060082,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1948-07-31 00:00:00,2010-12-14 00:00:00,2.0,0.0
42,16,5815,BGVCOL15060082,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1948-07-31 00:00:00,2004-12-01 00:00:00,3.0,0.0
43,16,5816,BGVCOL15060082,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-07-31 00:00:00,2002-03-14 00:00:00,3.0,0.0
44,17,5817,BGVCOL15060085,Solanum tuberosum subsp. andigena,1,8,1.0,0°C B-1,1948-08-01 00:00:00,2010-12-14 00:00:00,2.0,0.0
45,17,5818,BGVCOL15060085,Solanum tuberosum subsp. andigena,3,5,3.0,-20° B-1,1948-08-01 00:00:00,2004-12-01 00:00:00,2.0,0.0
46,18,5820,BGVCOL15060087,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1948-08-01 00:00:00,2004-12-01 00:00:00,2.0,0.0
47,18,5821,BGVCOL15060087,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-08-01 00:00:00,2002-03-02 00:00:00,3.0,0.0
48,19,5822,BGVCOL15060090,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1948-07-13 00:00:00,2010-12-14 00:00:00,3.0,0.0
49,19,5823,BGVCOL15060090,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1948-07-13 00:00:00,2004-12-01 00:00:00,3.0,0.0
50,19,5824,BGVCOL15060090,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-07-13 00:00:00,1994-08-16 00:00:00,3.0,0.0
51,19,8761,BGVCOL15060090,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1948-07-13 00:00:00,2010-12-14 00:00:00,3.0,0.0
52,20,5825,BGVCOL15060097,Solanum tuberosum subsp. andigena,1,13,1.0,0°C B-1,1948-07-18 00:00:00,1994-08-16 00:00:00,1.0,0.0
53,20,5825,BGVCOL15060097,Solanum tuberosum subsp. andigena,1,13,1.0,0°C B-1,1948-07-18 00:00:00,2012-03-13 00:00:00,1.0,0.0
54,21,5826,BGVCOL15060100,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,1948-07-18 00:00:00,2010-12-14 00:00:00,3.0,0.0
55,21,8802,BGVCOL15060100,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1948-07-18 00:00:00,2010-12-14 00:00:00,3.0,0.0
56,22,5829,BGVCOL15060101,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,1948-07-18 00:00:00,2010-12-14 00:00:00,3.0,0.0
57,22,5830,BGVCOL15060101,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1948-07-18 00:00:00,2004-12-01 00:00:00,2.0,0.0
58,22,5831,BGVCOL15060101,Solanum tuberosum subsp. andigena,2,5,3.0,0°C B-1,1948-07-18 00:00:00,2004-09-14 00:00:00,3.0,0.0
59,22,5832,BGVCOL15060101,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1948-07-18 00:00:00,2010-12-14 00:00:00,3.0,0.0
60,23,5833,BGVCOL15060102,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,1948-07-19 00:00:00,2010-12-14 00:00:00,2.0,0.0
61,23,5834,BGVCOL15060102,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1948-07-19 00:00:00,2004-12-01 00:00:00,2.0,0.0
62,23,5836,BGVCOL15060102,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1948-07-19 00:00:00,2010-12-14 00:00:00,2.0,0.0
63,24,5837,BGVCOL15060110,Solanum tuberosum subsp. andigena,3,15,1.0,0°C B-1,1948-09-22 00:00:00,2010-12-14 00:00:00,3.0,0.0
64,24,5838,BGVCOL15060110,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1948-09-22 00:00:00,2004-12-01 00:00:00,2.0,0.0
65,24,5839,BGVCOL15060110,Solanum tuberosum subsp. andigena,2,5,3.0,0°C B-1,1948-09-22 00:00:00,2002-03-14 00:00:00,3.0,0.0
66,24,5840,BGVCOL15060110,Solanum tuberosum subsp. andigena,3,15,1.0,­-20°C B-1,1948-09-22 00:00:00,2010-12-14 00:00:00,3.0,0.0
67,25,5842,BGVCOL15060112,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1948-09-25 00:00:00,2004-12-01 00:00:00,3.0,0.0
68,25,5843,BGVCOL15060112,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-09-25 00:00:00,2004-09-14 00:00:00,1.0,0.0
69,26,5844,BGVCOL15060114,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1948-09-25 00:00:00,1994-08-16 00:00:00,3.0,0.0
70,26,5844,BGVCOL15060114,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1948-09-25 00:00:00,2012-03-13 00:00:00,3.0,0.0
71,27,5845,BGVCOL15060117,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1948-09-01 00:00:00,2004-12-01 00:00:00,3.0,0.0
72,27,5846,BGVCOL15060117,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1948-09-01 00:00:00,1994-08-16 00:00:00,1.0,0.0
73,28,5847,BGVCOL15060120,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1948-11-19 00:00:00,2010-12-14 00:00:00,2.0,0.0
74,28,5848,BGVCOL15060120,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1948-11-19 00:00:00,2004-12-01 00:00:00,2.0,0.0
75,28,5849,BGVCOL15060120,Solanum tuberosum subsp. andigena,2,5,3.0,0°C B-1,1948-11-19 00:00:00,2002-03-14 00:00:00,3.0,0.0
76,28,5850,BGVCOL15060120,Solanum tuberosum subsp. andigena,3,5,1.0,­-20°C B-1,1948-11-19 00:00:00,2010-12-14 00:00:00,2.0,0.0
77,29,5851,BGVCOL15060121,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1948-11-19 00:00:00,2010-12-14 00:00:00,1.0,0.0
78,29,5852,BGVCOL15060121,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1948-11-19 00:00:00,2004-12-01 00:00:00,2.0,0.0
79,29,5853,BGVCOL15060121,Solanum tuberosum subsp. andigena,2,5,3.0,0°C B-1,1948-11-19 00:00:00,1999-09-14 00:00:00,3.0,0.0
80,29,5854,BGVCOL15060121,Solanum tuberosum subsp. andigena,3,5,1.0,­-20°C B-1,1948-11-19 00:00:00,2010-12-14 00:00:00,1.0,0.0
81,30,5855,BGVCOL15060122,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,1948-11-19 00:00:00,2010-12-14 00:00:00,3.0,0.0
82,30,5856,BGVCOL15060122,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1948-11-19 00:00:00,2004-12-01 00:00:00,3.0,0.0
83,30,5857,BGVCOL15060122,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1948-11-19 00:00:00,1994-08-16 00:00:00,1.0,0.0
84,30,5858,BGVCOL15060122,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1948-11-19 00:00:00,2010-12-14 00:00:00,3.0,0.0
85,31,5859,BGVCOL15060133,Solanum tuberosum subsp. andigena,3,15,1.0,0°C B-1,0,2010-12-14 00:00:00,2.0,0.0
86,31,5860,BGVCOL15060133,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,0,2004-12-01 00:00:00,3.0,0.0
87,31,5861,BGVCOL15060133,Solanum tuberosum subsp. andigena,2,5,3.0,0°C B-1,0,2009-09-28 00:00:00,3.0,0.0
88,31,5862,BGVCOL15060133,Solanum tuberosum subsp. andigena,3,15,1.0,­-20°C B-1,0,2010-12-14 00:00:00,2.0,0.0
89,32,5863,BGVCOL15060138,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1949-02-20 00:00:00,2004-12-28 00:00:00,3.0,0.0
90,33,5864,BGVCOL15060142,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1952-04-12 00:00:00,2011-06-02 00:00:00,2.0,0.0
91,33,5865,BGVCOL15060142,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1952-04-12 00:00:00,2004-09-14 00:00:00,3.0,0.0
92,35,5870,BGVCOL15060160,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1955-07-04 00:00:00,1999-09-14 00:00:00,3.0,2002-01-30 00:00:00
93,35,5870,BGVCOL15060160,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1955-07-04 00:00:00,2012-03-13 00:00:00,3.0,2002-01-30 00:00:00
94,36,5871,BGVCOL15060187,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1957-08-01 00:00:00,2010-12-14 00:00:00,1.0,2011-06-10 00:00:00
95,36,5872,BGVCOL15060187,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,1957-08-01 00:00:00,2004-12-01 00:00:00,3.0,2005-04-26 00:00:00
96,36,5873,BGVCOL15060187,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1957-08-01 00:00:00,1999-12-27 00:00:00,2.0,2002-01-11 00:00:00
97,37,5874,BGVCOL15060188,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,0,1994-12-01 00:00:00,1.0,2005-04-26 00:00:00
98,37,5875,BGVCOL15060188,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,0,2004-09-14 00:00:00,1.0,1988-03-22 00:00:00
99,37,8762,BGVCOL15060188,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,0,1999-09-14 00:00:00,3.0,0.0
100,38,5876,BGVCOL15060190,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,0,2004-12-01 00:00:00,2.0,2005-04-26 00:00:00
101,38,5877,BGVCOL15060190,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,0,1994-08-16 00:00:00,2.0,1988-03-22 00:00:00
102,39,5879,BGVCOL15060191,Solanum tuberosum subsp. andigena,1,2,2.0,0°C B-1,0,1999-12-27 00:00:00,2.0,2002-01-11 00:00:00
103,41,5882,BGVCOL15060215,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1957-12-01 00:00:00,2012-03-12 00:00:00,3.0,2005-04-26 00:00:00
104,42,5885,BGVCOL15060313,Solanum tuberosum subsp. andigena,2,2,2.0,0°C B-1,1964-11-10 00:00:00,1994-08-16 00:00:00,3.0,1988-03-22 00:00:00
105,43,5887,BGVCOL15060320,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1964-11-10 00:00:00,2004-09-14 00:00:00,1.0,1988-03-22 00:00:00
106,44,5888,BGVCOL15060345,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1967-10-01 00:00:00,2010-12-14 00:00:00,3.0,2011-06-10 00:00:00
107,44,5889,BGVCOL15060345,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1967-10-01 00:00:00,2004-12-01 00:00:00,3.0,2005-06-10 00:00:00
108,44,5890,BGVCOL15060345,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1967-10-01 00:00:00,1994-08-16 00:00:00,1.0,1988-03-22 00:00:00
109,45,5892,BGVCOL15060383,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,1969-03-29 00:00:00,2004-12-01 00:00:00,3.0,2005-04-26 00:00:00
110,45,5893,BGVCOL15060383,Solanum tuberosum subsp. andigena,1,5,3.0,0°C B-1,1969-03-29 00:00:00,1999-12-27 00:00:00,3.0,2002-01-30 00:00:00
111,45,5894,BGVCOL15060383,Solanum tuberosum subsp. andigena,1,5,3.0,­-20°C B-1,1969-03-29 00:00:00,1999-12-27 00:00:00,3.0,2002-01-30 00:00:00
112,46,5895,BGVCOL15060420,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,1969-04-09 00:00:00,2010-12-14 00:00:00,3.0,2011-06-10 00:00:00
113,46,5896,BGVCOL15060420,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1969-04-09 00:00:00,2004-09-14 00:00:00,1.0,1988-03-22 00:00:00
114,46,5897,BGVCOL15060420,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,1969-04-09 00:00:00,2010-12-14 00:00:00,3.0,2011-06-10 00:00:00
115,47,5898,BGVCOL15060467,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1969-04-24 00:00:00,1994-08-16 00:00:00,3.0,1988-03-22 00:00:00
116,47,5898,BGVCOL15060467,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1969-04-24 00:00:00,2012-03-16 00:00:00,1.0,1988-03-22 00:00:00
117,48,5899,BGVCOL15060536,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1969-05-08 00:00:00,2004-09-14 00:00:00,1.0,1994-10-21 00:00:00
118,48,5899,BGVCOL15060536,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1969-05-08 00:00:00,2012-10-25 00:00:00,1.0,1994-10-21 00:00:00
119,49,5900,BGVCOL15060543,Solanum tuberosum subsp. andigena,1,2,1.0,0°C B-1,1969-07-05 00:00:00,2012-10-25 00:00:00,1.0,1988-03-22 00:00:00
120,50,5901,BGVCOL15060570,Solanum tuberosum subsp. andigena,1,2,1.0,0°C B-1,1969-05-08 00:00:00,2012-10-25 00:00:00,2.0,2005-06-10 00:00:00
121,50,5902,BGVCOL15060570,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1969-05-08 00:00:00,1994-08-16 00:00:00,3.0,1988-03-22 00:00:00
122,50,5902,BGVCOL15060570,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1969-05-08 00:00:00,2012-10-25 00:00:00,1.0,1988-03-22 00:00:00
123,51,5903,BGVCOL15060667,Solanum tuberosum subsp. andigena,1,13,1.0,0°C B-1,1969-10-05 00:00:00,1994-08-16 00:00:00,1.0,1988-03-22 00:00:00
124,51,5903,BGVCOL15060667,Solanum tuberosum subsp. andigena,1,13,1.0,0°C B-1,1969-10-05 00:00:00,2013-01-04 00:00:00,1.0,1988-03-22 00:00:00
125,52,5904,BGVCOL15060797,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,0,2004-12-01 00:00:00,2.0,2005-06-10 00:00:00
126,52,5905,BGVCOL15060797,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,0,2004-09-14 00:00:00,2.0,1988-03-22 00:00:00
127,54,8997,BGVCOL15060845,Solanum tuberosum subsp. andigena,1,13,1.0,0°C B-1 ,0,1996-03-01 00:00:00,1.0,0.0
128,55,5907,BGVCOL15060907,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,0,2010-12-14 00:00:00,3.0,2011-06-10 00:00:00
129,55,5908,BGVCOL15060907,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,0,1996-03-01 00:00:00,2.0,1996-04-24 00:00:00
130,55,5909,BGVCOL15060907,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,0,2010-12-14 00:00:00,3.0,2011-06-10 00:00:00
131,56,5910,BGVCOL15060909,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,0,2010-12-14 00:00:00,2.0,2011-06-10 00:00:00
132,56,5911,BGVCOL15060909,Solanum tuberosum subsp. andigena,2,5,2.0,0°C B-1,0,2004-12-01 00:00:00,3.0,2005-04-26 00:00:00
133,56,5912,BGVCOL15060909,Solanum tuberosum subsp. andigena,1,5,3.0,­-20°C B-1,0,1999-09-14 00:00:00,3.0,2002-01-30 00:00:00
134,57,5913,BGVCOL15060910,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1973-05-19 00:00:00,2004-12-01 00:00:00,3.0,2005-04-26 00:00:00
135,57,5914,BGVCOL15060910,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1973-05-19 00:00:00,1999-09-14 00:00:00,3.0,2000-02-11 00:00:00
136,58,5915,BGVCOL15060933,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,0,2004-12-01 00:00:00,2.0,2005-06-10 00:00:00
137,58,5916,BGVCOL15060933,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,0,1996-03-01 00:00:00,2.0,1996-04-24 00:00:00
138,59,5917,BGVCOL15060964,Solanum tuberosum subsp. andigena,2,15,1.0,0°C B-1,0,2010-12-14 00:00:00,2.0,2011-06-10 00:00:00
139,60,5918,BGVCOL15061007,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,0,2010-12-14 00:00:00,2.0,2011-06-10 00:00:00
140,60,5919,BGVCOL15061007,Solanum tuberosum subsp. andigena,3,5,2.0,0°C B-1,0,2004-12-01 00:00:00,3.0,2005-06-16 00:00:00
141,60,5920,BGVCOL15061007,Solanum tuberosum subsp. andigena,2,5,3.0,0°C B-1,0,1996-04-01 00:00:00,3.0,1988-03-22 00:00:00
142,60,5921,BGVCOL15061007,Solanum tuberosum subsp. andigena,2,15,1.0,­-20°C B-1,0,2010-12-14 00:00:00,2.0,2011-06-10 00:00:00
143,61,5922,BGVCOL15061011,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,0,1996-04-01 00:00:00,2.0,1988-03-22 00:00:00
144,62,5923,BGVCOL15061022,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1969-05-08 00:00:00,2010-12-14 00:00:00,1.0,2011-06-22 00:00:00
145,62,5924,BGVCOL15061022,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1969-05-08 00:00:00,1996-04-01 00:00:00,1.0,1988-03-22 00:00:00
146,64,5925,BGVCOL15061140,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,0,2004-09-24 00:00:00,1.0,1996-04-24 00:00:00
147,65,5926,BGVCOL15061204,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1970-03-10 00:00:00,1996-04-01 00:00:00,1.0,1988-03-22 00:00:00
148,67,5929,BGVCOL15061215,Solanum tuberosum subsp. andigena,1,2,1.0,0°C B-1,1970-04-04 00:00:00,1996-04-01 00:00:00,1.0,1988-03-22 00:00:00
149,71,5933,BGVCOL15061228,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1970-04-16 00:00:00,1996-04-01 00:00:00,1.0,1988-03-22 00:00:00
150,71,5933,BGVCOL15061228,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1970-04-16 00:00:00,2004-09-14 00:00:00,3.0,1988-03-22 00:00:00
151,72,5934,BGVCOL15061235,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1970-04-08 00:00:00,1996-04-01 00:00:00,3.0,1988-03-22 00:00:00
152,73,5936,BGVCOL15061236,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1970-04-08 00:00:00,1999-12-27 00:00:00,3.0,2002-01-11 00:00:00
153,73,5937,BGVCOL15061236,Solanum tuberosum subsp. andigena,1,5,2.0,­-20°C B-1,1970-04-08 00:00:00,1999-12-27 00:00:00,3.0,2002-01-30 00:00:00
154,74,5938,BGVCOL15061237,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1970-04-18 00:00:00,1999-12-27 00:00:00,3.0,2002-01-11 00:00:00
155,75,5939,BGVCOL15061239,Solanum tuberosum subsp. andigena,1,5,1.0,0°C B-1,1970-04-20 00:00:00,1999-12-27 00:00:00,3.0,2002-01-30 00:00:00
156,75,8763,BGVCOL15061239,Solanum tuberosum subsp. andigena,1,5,1.0,­-20°C B-1,1970-04-20 00:00:00,1999-12-27 00:00:00,3.0,0.0
157,76,5940,BGVCOL15061244,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1970-05-02 00:00:00,2004-09-14 00:00:00,1.0,1988-03-22 00:00:00
158,83,8764,BGVCOL15061260,Solanum tuberosum subsp. andigena,1,5,2.0,0°C B-1,1973-05-02 00:00:00,1999-12-27 00:00:00,3.0,0.0
159,83,5957,BGVCOL15061260,Solanum tuberosum subsp. andigena,3,5,1.0,0°C B-1,1973-05-02 00:00:00,2004-12-01 00:00:00,3.0,2005-06-10 00:00:00
160,84,5958,BGVCOL15061261,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1973-05-02 00:00:00,1996-04-01 00:00:00,2.0,1988-03-22 00:00:00
161,84,5958,BGVCOL15061261,Solanum tuberosum subsp. andigena,2,5,1.0,0°C B-1,1973-05-02 00:00:00,2012-03-16 00:00:00,2.0,1988-03-22 00:00:00
162,85,5959,BGVCOL15061262,Solanum tuberosum subsp. andigena,1,15,1.0,0°C B-1,1973-05-03 00:00:00,2010-12-14 00:00:00,3.0,2011-06-10 00:00:00
